id_cliente,data_entrada,data_saida,reativacao,data_reativacao,idade,cep,possui_internet_basica,possui_internet_fibra,possui_streaming,churn
901,2024-01-04,2024-07-17,False,,48,20040,True,False,False,True
902,2024-02-06,,False,,47,69005,True,True,True,False
903,2024-07-05,,False,,52,41820,True,False,False,False
904,2026-01-22,2026-05-21,False,,33,20040,False,True,True,True
905,2025-01-25,,False,,46,5422,True,True,False,False
906,2025-08-26,,False,,50,69005,False,True,True,False
907,2024-12-16,,False,,56,5422,False,False,True,False
908,2024-05-27,2025-03-17,False,,35,22290,True,False,False,True
909,2024-11-11,2025-10-10,True,2025-12-26,41,2011,True,False,False,True
910,2024-03-19,,False,,18,1310,False,True,True,False
911,2025-10-17,,False,,37,22640,False,True,False,False
912,2024-06-05,2025-03-16,False,,38,69058,False,False,True,True
913,2024-11-16,2025-01-15,False,,32,30130,True,False,False,True
914,2026-04-14,,False,,47,70673,False,True,True,False
915,2025-05-18,2025-08-23,False,,44,41820,True,False,False,True
916,2025-01-25,2025-04-20,False,,18,80240,False,True,False,True
917,2025-04-07,,False,,48,41820,False,True,False,False
918,2025-10-29,,False,,33,90430,False,True,True,False
919,2024-08-04,,False,,51,90010,False,True,False,False
920,2025-06-25,,False,,28,90430,True,False,False,False
921,2026-01-12,,False,,45,50030,True,False,True,False
922,2025-05-02,2025-07-14,True,2025-10-11,41,40020,False,False,True,True
923,2025-01-15,,False,,49,50030,True,True,False,False
924,2024-05-03,2025-03-13,False,,47,5422,True,False,True,True
925,2024-07-30,,False,,42,90430,False,True,True,False
926,2026-03-16,2026-05-18,False,,25,41820,True,False,True,True
927,2025-04-05,,False,,26,22290,True,False,False,False
928,2024-09-13,,False,,37,60160,True,False,True,False
929,2024-12-22,,False,,45,22640,False,True,True,False
930,2025-05-06,,False,,37,20040,False,True,True,False
931,2025-04-02,,False,,53,60160,False,False,True,False
932,2025-08-18,2026-05-09,False,,41,20040,False,True,False,True
933,2024-08-07,,False,,32,30140,True,True,True,False
934,2025-07-06,,False,,41,30130,False,True,False,False
935,2025-01-11,,False,,48,60811,True,False,False,False
936,2026-03-11,,False,,49,70040,False,True,False,False
937,2024-05-14,,False,,69,40020,False,True,False,False
938,2024-05-06,,False,,36,50030,False,True,True,False
939,2025-01-27,2025-06-12,False,,44,90010,False,False,True,True
940,2025-03-08,,False,,51,69005,False,True,False,False
941,2025-08-10,,False,,45,50030,False,False,True,False
942,2024-12-09,,False,,38,30140,False,True,False,False
943,2026-02-16,2026-05-30,False,,25,69005,True,False,False,True
944,2025-02-07,,False,,38,80010,True,False,True,False
945,2024-04-20,,False,,31,1310,False,True,True,False
946,2024-04-11,,False,,23,22290,False,True,True,False
947,2026-04-08,,False,,35,90010,False,True,True,False
948,2024-04-24,,False,,31,5422,False,True,False,False
949,2026-03-17,,False,,53,80240,True,False,True,False
950,2024-08-24,,False,,53,30130,True,False,False,False
951,2024-03-20,2025-02-21,False,,33,80010,True,False,False,True
952,2024-09-16,,False,,42,1310,False,True,True,False
953,2025-06-07,,False,,21,60160,True,False,True,False
954,2024-12-30,,False,,39,30130,False,True,True,False
955,2025-10-30,2025-12-18,True,2026-02-22,50,5422,True,False,False,True
956,2025-06-03,,False,,56,70040,False,False,True,False
957,2024-12-07,2025-10-20,False,,36,70673,True,False,False,True
958,2025-06-24,,False,,59,90010,True,False,False,False
959,2026-04-06,2026-05-08,False,,25,80010,False,False,True,True
960,2024-12-16,2025-06-13,False,,29,1310,False,False,True,True
961,2024-05-10,,False,,54,60160,False,True,False,False
962,2024-12-13,,False,,67,70040,False,True,True,False
963,2025-12-15,2026-02-07,False,,51,4538,True,False,True,True
964,2024-07-04,,False,,44,50030,False,True,False,False
965,2026-03-18,,False,,18,90430,False,False,True,False
966,2025-05-15,,False,,19,90430,True,False,False,False
967,2025-05-26,,False,,47,70040,False,True,True,False
968,2024-09-26,,False,,40,30140,False,True,True,False
969,2026-02-22,2026-05-03,False,,31,80010,False,True,False,True
970,2024-01-31,,False,,46,1310,True,True,True,False
971,2024-09-11,,False,,46,22290,False,True,False,False
972,2024-12-22,,False,,57,69058,True,False,True,False
973,2025-02-10,,False,,47,90430,True,True,True,False
974,2025-02-07,,False,,61,70040,False,False,True,False
975,2024-05-05,,False,,45,20040,False,True,True,False
976,2024-07-10,,False,,44,41820,True,False,True,False
977,2024-03-22,,False,,59,22290,True,True,False,False
978,2025-05-02,,False,,32,2011,True,True,True,False
979,2024-10-25,,False,,75,5422,True,True,True,False
980,2025-04-26,,False,,50,41820,False,True,True,False
981,2025-05-16,,False,,50,90430,False,True,False,False
982,2025-08-20,2025-09-23,False,,52,4538,True,False,True,True
983,2025-04-10,,False,,69,5422,False,True,False,False
984,2025-07-05,2026-04-15,True,2026-05-29,55,90010,True,False,False,True
985,2025-05-14,,False,,24,80240,False,False,True,False
986,2025-07-09,,False,,63,90430,True,True,True,False
987,2025-06-08,,False,,41,2011,True,True,False,False
988,2024-09-26,,False,,46,40020,True,False,True,False
989,2024-07-28,2025-01-31,False,,28,69005,True,False,False,True
990,2025-11-01,,False,,52,90010,False,True,False,False
991,2024-10-18,,False,,37,20040,False,False,True,False
992,2025-04-12,,False,,46,90430,False,True,True,False
993,2024-06-16,,False,,41,30130,True,True,True,False
994,2025-01-02,,False,,70,1310,True,True,True,False
995,2025-03-26,,False,,71,22640,False,True,True,False
996,2025-06-16,,False,,46,60811,True,True,True,False
997,2025-03-23,,False,,46,30140,False,True,True,False
998,2024-11-02,,False,,40,60160,False,True,False,False
999,2026-03-29,,False,,59,80010,True,False,False,False
1000,2025-03-12,2026-01-24,False,,41,80010,True,False,False,True
1001,2025-11-18,,False,,40,1310,True,False,False,False
1002,2025-09-18,,False,,58,90010,False,False,True,False
1003,2025-04-20,,False,,38,5422,False,True,True,False
1004,2026-01-24,,False,,45,70673,False,False,True,False
1005,2024-04-19,,False,,24,22290,False,True,False,False
1006,2026-02-22,2026-04-22,False,,54,30140,False,False,True,True
1007,2025-12-24,,False,,70,80010,True,True,True,False
1008,2025-03-04,,False,,54,1310,False,True,True,False
1009,2025-09-16,,False,,64,22290,False,True,False,False
1010,2025-03-18,,False,,34,69058,True,False,False,False
1011,2024-08-16,,False,,48,4538,True,True,True,False
1012,2025-11-11,,False,,33,22640,True,True,True,False
1013,2024-07-28,2025-02-27,False,,42,22640,True,False,False,True
1014,2024-09-24,,False,,55,30140,False,True,False,False
1015,2025-03-17,,False,,46,90430,False,True,False,False
1016,2025-12-13,2026-04-25,False,,27,20040,True,False,False,True
1017,2024-11-22,2025-11-08,False,,28,70040,False,False,True,True
1018,2025-02-24,,False,,27,90430,False,True,False,False
1019,2024-02-05,,False,,51,22640,False,True,True,False
1020,2024-04-08,2024-09-08,False,,72,69005,False,False,True,True
1021,2024-02-17,,False,,63,69058,False,True,False,False
1022,2024-03-02,2024-09-20,False,,20,5422,False,False,True,True
1023,2026-01-09,,False,,63,30130,True,True,True,False
1024,2025-12-17,,False,,57,20040,False,True,True,False
1025,2025-11-30,,False,,25,2011,False,True,False,False
1026,2024-02-17,,False,,41,70673,True,False,False,False
1027,2024-03-07,,False,,59,80240,False,True,False,False
1028,2024-08-26,,False,,52,70040,False,True,True,False
1029,2025-04-26,,False,,28,22290,False,False,True,False
1030,2024-10-11,,False,,53,22290,False,True,True,False
1031,2025-02-18,2025-07-05,True,2025-08-21,18,69058,False,True,False,True
1032,2024-05-27,,False,,42,69005,True,True,False,False
1033,2025-09-13,,False,,60,4538,False,True,False,False
1034,2024-09-24,,False,,45,90430,True,False,False,False
1035,2024-02-26,,False,,39,70040,True,False,True,False
1036,2025-09-24,,False,,57,90430,False,True,False,False
1037,2026-02-07,2026-03-12,False,,58,80240,True,False,False,True
1038,2024-01-13,,False,,62,60811,False,True,True,False
1039,2025-01-06,2025-11-20,False,,56,4538,True,True,True,True
1040,2025-12-04,,False,,59,30130,True,True,False,False
1041,2025-08-23,2026-02-10,False,,55,69058,False,False,True,True
1042,2025-12-29,2026-03-15,False,,48,2011,False,False,True,True
1043,2024-12-19,2025-10-02,False,,46,5422,True,False,False,True
1044,2024-11-12,,False,,42,41820,False,False,True,False
1045,2025-08-26,,False,,29,50030,True,False,True,False
1046,2024-05-10,,False,,33,90430,False,True,True,False
1047,2024-07-22,,False,,41,50030,True,False,False,False
1048,2025-05-26,,False,,48,40020,False,True,True,False
1049,2025-07-22,,False,,64,5422,False,True,True,False
1050,2024-04-11,,False,,44,90010,True,False,True,False
1051,2025-03-08,,False,,58,50030,True,True,True,False
1052,2024-11-06,2025-09-02,False,,59,60160,False,False,True,True
1053,2025-03-02,,False,,42,20040,False,True,True,False
1054,2026-03-26,,False,,53,5422,True,False,True,False
1055,2024-03-06,,False,,42,50030,False,True,False,False
1056,2026-04-27,,False,,62,22290,True,False,False,False
1057,2025-01-17,2026-01-08,True,2026-04-04,53,1310,True,True,True,True
1058,2025-10-19,,False,,30,51020,True,False,False,False
1059,2024-12-27,,False,,47,70673,False,True,False,False
1060,2024-09-21,,False,,66,22640,False,False,True,False
1061,2025-10-17,,False,,43,1310,True,False,False,False
1062,2025-08-08,2026-01-01,False,,51,1310,True,False,False,True
1063,2024-05-02,,False,,52,50030,True,False,True,False
1064,2025-08-23,,False,,32,70673,False,True,False,False
1065,2025-10-02,,False,,52,5422,False,True,False,False
1066,2024-11-26,2025-01-29,False,,27,30130,False,False,True,True
1067,2026-02-26,,False,,37,2011,False,True,False,False
1068,2025-06-29,,False,,59,5422,True,False,True,False
1069,2024-10-10,,False,,50,22290,False,True,True,False
1070,2024-01-10,,False,,41,80240,True,True,False,False
1071,2025-07-28,,False,,51,20040,False,True,True,False
1072,2024-06-26,,False,,44,30130,True,True,True,False
1073,2025-10-05,2026-02-13,False,,45,70673,False,True,False,True
1074,2025-03-22,,False,,54,70040,False,True,True,False
1075,2025-02-01,,False,,36,5422,True,False,True,False
1076,2024-05-19,2024-11-10,False,,46,1310,True,False,True,True
1077,2025-08-28,,False,,41,1310,False,True,True,False
1078,2024-05-21,2024-08-27,False,,24,30130,False,False,True,True
1079,2024-12-21,,False,,33,40020,False,True,False,False
1080,2025-12-12,,False,,65,5422,True,True,True,False
1081,2026-02-22,2026-05-03,False,,50,50030,False,True,True,True
1082,2026-04-21,,False,,28,40020,True,False,False,False
1083,2026-03-26,,False,,25,1310,False,True,False,False
1084,2025-04-18,,False,,44,1310,False,True,False,False
1085,2024-06-19,,False,,65,2011,True,False,True,False
1086,2025-12-15,,False,,43,4538,False,True,True,False
1087,2025-11-13,,False,,62,80010,False,True,False,False
1088,2026-04-22,,False,,50,1310,False,True,False,False
1089,2025-07-07,,False,,51,50030,True,False,True,False
1090,2024-04-30,2024-10-14,False,,28,70673,False,False,True,True
1091,2025-03-03,2026-01-18,True,2026-03-29,57,40020,False,False,True,True
1092,2025-01-16,,False,,41,41820,True,False,True,False
1093,2025-12-18,,False,,56,70673,False,True,True,False
1094,2024-11-30,2025-01-14,False,,34,69005,False,False,True,True
1095,2024-10-06,,False,,47,69058,False,False,True,False
1096,2024-03-09,,False,,50,30130,True,False,False,False
1097,2025-12-11,2026-04-21,False,,43,5422,False,True,True,True
1098,2025-10-04,2026-03-09,False,,50,30130,False,False,True,True
1099,2024-02-05,2024-05-21,False,,42,20040,False,True,False,True
1100,2025-01-04,,False,,37,80010,False,True,True,False
1101,2025-02-12,,False,,66,30140,False,False,True,False
1102,2025-02-03,2025-06-29,False,,59,70673,False,False,True,True
1103,2026-02-21,,False,,35,41820,True,False,True,False
1104,2024-05-08,,False,,52,22290,False,False,True,False
1105,2024-09-17,2025-07-28,False,,35,80010,True,False,True,True
1106,2024-06-02,2024-10-30,False,,30,22640,True,False,False,True
1107,2024-07-26,,False,,58,50030,True,True,False,False
1108,2026-02-10,,False,,23,90430,True,False,True,False
1109,2026-03-11,2026-05-14,False,,57,1310,True,False,True,True
1110,2024-02-07,,False,,42,90430,False,True,False,False
1111,2025-06-21,,False,,42,2011,False,True,False,False
1112,2024-07-17,,False,,50,40020,True,False,False,False
1113,2024-06-12,,False,,53,80240,True,False,True,False
1114,2024-09-05,2025-03-23,False,,34,30140,True,False,False,True
1115,2024-06-14,2025-05-06,True,2025-07-20,54,40020,True,False,False,True
1116,2025-02-21,,False,,46,60160,True,False,True,False
1117,2026-04-27,2026-05-30,False,,29,50030,False,False,True,True
1118,2025-05-14,,False,,43,80010,False,False,True,False
1119,2025-09-07,,False,,63,40020,False,False,True,False
1120,2025-02-23,,False,,67,30140,False,True,False,False
1121,2024-01-12,,False,,54,50030,False,True,True,False
1122,2024-03-12,,False,,30,51020,True,False,True,False
1123,2024-08-16,,False,,51,5422,False,False,True,False
1124,2024-07-26,2025-05-28,False,,56,20040,False,True,True,True
1125,2025-12-16,,False,,54,22290,False,False,True,False
1126,2025-12-18,,False,,55,2011,False,True,True,False
1127,2025-12-27,,False,,50,30140,True,False,True,False
1128,2025-06-26,2026-05-02,False,,44,2011,False,True,True,True
1129,2025-04-18,,False,,37,80240,False,False,True,False
1130,2025-07-06,,False,,20,4538,True,False,True,False
1131,2024-12-12,2025-02-22,False,,49,22290,True,False,True,True
1132,2025-07-24,,False,,47,90430,False,True,False,False
1133,2025-11-07,2026-05-02,False,,52,30140,False,True,True,True
1134,2025-10-11,,False,,28,70040,False,True,False,False
1135,2025-06-06,2026-05-18,False,,53,50030,False,False,True,True
1136,2024-02-19,2024-03-31,True,2024-05-28,72,69058,False,False,True,True
1137,2025-09-08,,False,,46,80240,True,False,False,False
1138,2024-11-07,2025-05-06,False,,44,4538,False,False,True,True
1139,2025-09-24,,False,,49,4538,True,True,True,False
1140,2025-04-04,2025-07-27,False,,71,69058,True,False,False,True
1141,2026-01-19,,False,,32,90430,False,True,False,False
1142,2024-10-15,2025-10-05,False,,48,41820,False,False,True,True
1143,2026-03-03,2026-04-23,False,,35,90430,False,False,True,True
1144,2025-12-19,,False,,38,2011,True,False,True,False
1145,2024-10-08,2025-01-07,False,,44,70040,False,False,True,True
1146,2025-02-14,,False,,63,50030,False,True,False,False
1147,2025-03-28,,False,,68,60160,True,False,True,False
1148,2025-10-16,,False,,51,20040,False,True,True,False
1149,2025-08-09,,False,,40,80240,True,False,True,False
1150,2025-12-26,,False,,75,2011,True,False,False,False
1151,2024-11-10,,False,,39,69005,True,False,False,False
1152,2025-03-05,,False,,38,22290,False,True,False,False
1153,2025-01-01,,False,,22,40020,True,False,False,False
1154,2026-02-13,,False,,63,20040,False,True,False,False
1155,2024-09-16,,False,,58,90010,True,False,False,False
1156,2025-05-14,2025-07-14,True,2025-09-24,75,90430,False,True,True,True
1157,2024-04-12,2025-01-29,False,,27,22640,True,False,True,True
1158,2025-12-24,,False,,64,51020,False,True,True,False
1159,2024-11-22,,False,,46,60811,True,False,True,False
1160,2024-10-16,,False,,55,60160,False,True,False,False
1161,2025-05-11,,False,,24,22640,False,True,False,False
1162,2025-02-28,,False,,64,41820,True,False,False,False
1163,2025-12-22,,False,,55,80240,True,False,False,False
1164,2025-03-28,2025-05-16,False,,44,80240,True,False,False,True
1165,2025-03-15,2025-07-23,False,,53,70673,True,False,False,True
1166,2024-03-30,2024-10-29,False,,35,90010,False,False,True,True
1167,2024-01-19,,False,,37,5422,False,True,True,False
1168,2024-12-05,,False,,39,30140,False,True,False,False
1169,2026-04-29,,False,,21,2011,True,True,True,False
1170,2026-02-19,2026-03-24,False,,56,22290,True,False,False,True
1171,2025-06-19,,False,,60,5422,True,False,True,False
1172,2025-06-20,2025-09-13,False,,36,20040,True,False,True,True
1173,2024-11-29,2025-11-23,False,,50,50030,False,False,True,True
1174,2024-05-31,,False,,42,80240,False,True,True,False
1175,2024-01-08,,False,,49,1310,False,True,True,False
1176,2024-10-15,,False,,37,50030,False,False,True,False
1177,2024-09-26,2025-03-26,False,,34,60811,True,False,False,True
1178,2024-06-12,2024-10-20,False,,59,60160,True,False,True,True
1179,2024-08-08,,False,,44,51020,True,False,True,False
1180,2024-01-22,2024-12-04,False,,71,69058,True,False,False,True
1181,2025-06-01,,False,,46,80240,False,True,True,False
1182,2026-02-28,2026-04-04,False,,33,69058,True,False,False,True
1183,2025-08-10,,False,,61,69005,True,False,False,False
1184,2025-01-16,,False,,53,22640,False,True,True,False
1185,2024-12-23,,False,,54,60160,False,True,False,False
1186,2024-09-18,,False,,60,50030,True,False,True,False
1187,2024-05-01,,False,,37,50030,False,True,False,False
1188,2025-05-24,,False,,43,60811,True,False,False,False
1189,2025-04-27,2025-08-22,False,,43,30140,False,False,True,True
1190,2024-01-07,,False,,28,30140,False,False,True,False
1191,2024-12-19,,False,,42,90430,False,True,False,False
1192,2024-08-24,,False,,62,41820,True,False,True,False
1193,2024-05-24,,False,,48,60160,True,False,False,False
1194,2025-08-21,,False,,28,60160,True,False,True,False
1195,2025-03-23,,False,,25,40020,True,False,True,False
1196,2025-06-23,,False,,67,69005,True,False,False,False
1197,2025-08-30,,False,,44,2011,False,False,True,False
1198,2026-04-15,2026-05-29,False,,37,69005,False,False,True,True
1199,2025-11-14,,False,,41,4538,False,True,False,False
1200,2025-06-11,2026-03-12,False,,26,80240,False,False,True,True
1201,2026-01-18,,False,,64,4538,False,True,False,False
1202,2025-02-10,,False,,40,80240,False,True,True,False
1203,2026-04-18,2026-05-24,False,,63,30140,False,False,True,True
1204,2025-10-09,,False,,46,4538,True,False,False,False
1205,2025-07-07,2026-05-26,False,,64,90430,False,False,True,True
1206,2026-02-07,2026-04-26,False,,48,41820,False,False,True,True
1207,2025-03-14,2025-12-15,False,,56,2011,True,False,True,True
1208,2025-09-05,2026-05-28,False,,54,40020,False,False,True,True
1209,2024-08-30,,False,,53,2011,True,False,False,False
1210,2026-03-30,2026-05-15,False,,50,5422,False,False,True,True
1211,2025-06-14,,False,,42,5422,True,False,False,False
1212,2025-10-27,2026-02-23,False,,70,90010,True,False,False,True
1213,2025-01-27,,False,,33,50030,True,True,True,False
1214,2026-01-07,2026-04-23,False,,45,80240,False,True,False,True
1215,2024-03-04,,False,,45,51020,True,False,True,False
1216,2024-04-07,2024-05-29,False,,50,80240,True,True,False,True
1217,2025-03-07,,False,,39,50030,False,True,True,False
1218,2025-09-15,2026-01-21,False,,49,69058,False,False,True,True
1219,2025-11-19,,False,,43,30140,False,False,True,False
1220,2025-01-09,,False,,24,5422,False,True,False,False
1221,2025-07-06,,False,,45,5422,False,True,True,False
1222,2025-04-15,2025-12-29,False,,31,80240,False,True,False,True
1223,2026-03-29,,False,,22,80240,True,True,True,False
1224,2025-07-10,,False,,47,2011,False,True,True,False
1225,2024-12-20,,False,,51,60160,False,True,True,False
1226,2026-04-05,,False,,52,69005,False,True,False,False
1227,2024-04-01,,False,,52,22290,False,True,True,False
1228,2026-04-17,2026-05-22,False,,20,20040,True,False,False,True
1229,2024-05-11,,False,,27,20040,False,False,True,False
1230,2024-09-02,,False,,71,30140,False,True,True,False
1231,2025-11-30,2026-04-17,False,,31,60160,True,False,False,True
1232,2025-09-16,,False,,53,80240,True,False,True,False
1233,2026-04-05,,False,,36,4538,False,True,False,False
1234,2025-09-30,,False,,46,70673,False,True,True,False
1235,2025-06-26,,False,,37,4538,False,True,False,False
1236,2024-10-21,,False,,52,30140,True,True,True,False
1237,2024-01-05,,False,,47,30140,False,True,False,False
1238,2024-04-15,2024-09-25,False,,39,90430,False,True,False,True
1239,2024-09-10,2024-12-13,False,,31,80240,False,True,True,True
1240,2024-02-04,,False,,48,60160,False,False,True,False
1241,2025-03-08,2025-05-25,False,,29,1310,False,False,True,True
1242,2025-10-23,2026-03-06,False,,51,50030,True,False,False,True
1243,2026-03-30,,False,,75,1310,False,True,True,False
1244,2025-02-20,,False,,63,22640,False,True,True,False
1245,2026-01-14,2026-03-05,False,,54,60160,False,True,True,True
1246,2026-04-18,,False,,44,40020,False,True,False,False
1247,2026-01-01,,False,,20,2011,False,True,True,False
1248,2025-01-30,,False,,28,70673,True,False,True,False
1249,2024-10-03,2025-03-04,False,,62,40020,True,False,False,True
1250,2026-04-12,,False,,35,69005,True,False,True,False
1251,2024-07-24,,False,,36,90010,True,False,True,False
1252,2024-12-16,,False,,43,1310,False,False,True,False
1253,2024-03-03,2024-09-21,False,,31,70673,False,False,True,True
1254,2025-11-06,,False,,29,5422,False,True,False,False
1255,2025-07-07,,False,,44,1310,False,True,True,False
1256,2024-03-13,,False,,33,80240,False,True,False,False
1257,2024-07-07,,False,,35,50030,True,True,False,False
1258,2025-04-17,,False,,35,1310,False,True,True,False
1259,2025-04-04,,False,,52,50030,False,True,False,False
1260,2025-11-13,,False,,42,40020,False,True,True,False
1261,2024-08-14,2024-09-29,False,,43,41820,False,True,True,True
1262,2026-02-25,,False,,53,20040,True,False,True,False
1263,2025-01-13,2025-07-01,False,,43,30140,False,False,True,True
1264,2025-12-01,2026-02-16,False,,41,5422,True,False,False,True
1265,2024-07-21,,False,,51,20040,False,True,False,False
1266,2024-02-01,,False,,54,22640,False,True,True,False
1267,2024-02-16,2024-06-28,False,,43,22640,False,True,False,True
1268,2024-11-13,,False,,46,2011,False,False,True,False
1269,2026-03-22,,False,,35,2011,False,True,False,False
1270,2024-02-11,2025-01-07,False,,34,60811,False,True,False,True
1271,2024-11-10,2025-10-12,False,,55,50030,False,False,True,True
1272,2024-04-02,,False,,51,30130,True,False,True,False
1273,2026-03-03,2026-04-20,False,,51,69005,False,True,False,True
1274,2025-07-28,,False,,49,20040,False,False,True,False
1275,2025-10-11,2026-05-07,False,,46,30140,False,False,True,True
1276,2025-08-29,2025-11-21,True,2026-01-17,54,51020,False,False,True,True
1277,2025-07-13,,False,,57,70040,False,True,False,False
1278,2025-10-20,,False,,57,20040,False,True,False,False
1279,2024-01-07,2024-05-30,False,,44,30130,False,False,True,True
1280,2026-01-06,,False,,63,70673,False,False,True,False
1281,2025-09-21,2026-05-18,False,,48,90010,False,True,True,True
1282,2025-09-21,2025-11-12,True,2025-12-13,53,30140,True,False,True,True
1283,2024-11-30,,False,,49,70040,False,True,True,False
1284,2025-11-12,,False,,48,22290,True,False,True,False
1285,2024-11-20,,False,,35,80010,False,True,False,False
1286,2024-02-11,,False,,54,20040,True,False,False,False
1287,2026-02-11,2026-04-12,False,,75,60160,False,False,True,True
1288,2024-07-18,,False,,40,41820,True,False,False,False
1289,2024-03-27,2025-01-17,True,2025-04-17,46,30140,True,True,True,True
1290,2025-06-13,,False,,39,41820,True,False,True,False
1291,2024-07-17,,False,,39,1310,True,False,False,False
1292,2025-12-31,,False,,65,30130,True,True,True,False
1293,2025-01-12,,False,,36,70040,False,True,False,False
1294,2024-01-04,2024-12-10,False,,39,70673,False,True,False,True
1295,2026-03-20,2026-05-29,False,,24,41820,False,False,True,True
1296,2025-03-13,,False,,35,69058,False,True,False,False
1297,2024-08-11,,False,,23,30140,True,False,True,False
1298,2025-07-30,,False,,53,30130,False,True,False,False
1299,2025-03-27,,False,,75,90010,True,False,True,False
1300,2024-01-26,2024-12-12,False,,40,22290,False,True,True,True
1301,2025-10-08,2026-05-24,False,,23,5422,False,True,False,True
1302,2024-12-07,2025-06-10,True,2025-08-11,57,69058,True,False,False,True
1303,2025-08-18,,False,,36,51020,True,False,True,False
1304,2026-02-01,2026-04-01,False,,62,69005,False,False,True,True
1305,2025-06-03,,False,,41,20040,False,True,False,False
1306,2025-07-25,,False,,37,1310,True,False,False,False
1307,2024-08-04,,False,,43,70040,True,True,True,False
1308,2024-07-21,,False,,55,69005,True,True,True,False
1309,2024-12-19,2025-05-25,False,,42,5422,False,False,True,True
1310,2025-12-26,2026-02-09,True,2026-04-06,39,5422,False,False,True,True
1311,2025-03-22,,False,,42,4538,True,False,True,False
1312,2024-10-23,,False,,28,41820,False,True,True,False
1313,2025-10-25,,False,,50,50030,True,False,False,False
1314,2025-12-27,,False,,22,40020,True,False,True,False
1315,2026-02-07,,False,,39,4538,True,False,False,False
1316,2024-09-11,,False,,55,40020,True,False,True,False
1317,2025-08-26,,False,,49,70040,True,False,False,False
1318,2025-05-17,,False,,53,2011,False,True,False,False
1319,2025-01-17,,False,,44,22290,False,True,False,False
1320,2024-12-03,,False,,60,70673,False,True,False,False
1321,2024-04-07,,False,,57,22640,False,False,True,False
1322,2024-08-21,,False,,51,69058,False,False,True,False
1323,2025-04-12,2025-06-26,False,,57,70673,True,False,False,True
1324,2026-01-24,2026-05-29,False,,55,30130,True,False,False,True
1325,2026-01-07,,False,,39,90430,False,False,True,False
1326,2024-06-08,,False,,28,90430,False,True,True,False
1327,2025-08-01,,False,,50,1310,True,True,True,False
1328,2024-03-13,2024-06-14,False,,52,90010,True,False,False,True
1329,2025-07-28,,False,,59,20040,True,False,True,False
1330,2024-10-17,,False,,33,30130,True,False,False,False
1331,2025-01-17,,False,,33,40020,True,False,False,False
1332,2025-09-02,,False,,51,80240,False,True,False,False
1333,2024-12-27,2025-08-17,False,,44,30130,True,True,False,True
1334,2025-11-18,,False,,20,2011,True,False,False,False
1335,2025-03-30,,False,,50,70673,True,False,True,False
1336,2026-04-29,,False,,21,22640,False,True,False,False
1337,2025-06-27,2025-10-06,False,,33,60811,True,False,True,True
1338,2024-09-09,,False,,63,80010,False,True,True,False
1339,2025-10-21,2026-03-28,False,,69,60160,True,False,True,True
1340,2024-12-13,,False,,29,30140,False,True,True,False
1341,2025-03-30,,False,,41,51020,False,True,False,False
1342,2024-04-26,,False,,46,4538,True,False,True,False
1343,2024-04-11,,False,,68,22290,False,True,False,False
1344,2025-05-04,,False,,39,4538,True,False,True,False
1345,2024-06-07,2024-12-09,False,,39,1310,True,False,False,True
1346,2026-04-28,,False,,65,60811,False,True,True,False
1347,2025-12-29,2026-02-10,False,,40,40020,False,True,False,True
1348,2025-08-19,,False,,54,90010,True,False,False,False
1349,2025-09-17,,False,,26,80010,True,False,True,False
1350,2025-05-21,2025-10-21,True,2025-11-24,43,80240,False,True,True,True
1351,2024-02-21,,False,,23,90430,True,False,True,False
1352,2024-11-29,2025-08-27,False,,31,51020,True,False,False,True
1353,2025-02-25,2025-12-16,False,,56,80240,False,True,True,True
1354,2026-02-17,,False,,44,41820,False,True,True,False
1355,2024-07-05,2024-11-07,True,2024-12-12,41,22290,False,True,False,True
1356,2025-02-26,2025-07-04,False,,35,69058,True,False,True,True
1357,2024-10-19,,False,,42,1310,True,True,True,False
1358,2024-04-24,,False,,49,30140,True,True,False,False
1359,2024-03-28,,False,,58,60160,True,False,True,False
1360,2024-11-06,,False,,18,2011,True,False,True,False
1361,2024-03-11,2024-12-07,False,,34,5422,True,False,True,True
1362,2024-02-27,,False,,47,30130,True,False,True,False
1363,2024-10-25,,False,,44,70040,True,False,False,False
1364,2024-06-20,2024-12-07,False,,50,69005,True,False,True,True
1365,2025-04-17,2025-06-09,False,,48,51020,True,False,False,True
1366,2024-01-16,2024-03-26,False,,41,70040,False,False,True,True
1367,2024-09-13,2025-02-13,False,,38,69058,True,False,False,True
1368,2025-01-20,2025-05-19,True,2025-07-03,42,90430,True,False,False,True
1369,2026-03-30,2026-05-02,False,,60,60160,True,False,False,True
1370,2025-06-23,,False,,35,20040,True,False,False,False
1371,2026-01-19,2026-05-09,False,,44,70673,False,False,True,True
1372,2024-10-19,,False,,47,1310,False,True,False,False
1373,2025-01-17,,False,,65,1310,False,True,True,False
1374,2024-12-23,2025-06-22,False,,41,40020,False,False,True,True
1375,2026-01-25,,False,,57,5422,True,True,False,False
1376,2026-03-27,,False,,61,80240,True,False,True,False
1377,2026-03-29,,False,,44,40020,True,True,True,False
1378,2025-10-01,,False,,42,1310,True,False,True,False
1379,2025-03-04,2025-11-23,False,,41,70040,False,False,True,True
1380,2025-04-05,,False,,42,90430,False,False,True,False
1381,2026-04-14,,False,,56,60811,False,False,True,False
1382,2024-08-30,,False,,48,22290,False,True,False,False
