id_cliente,data_atendimento,canal,duracao_segundos,nota
395,2025-12-24,telefone,1015,3.0
395,2026-01-11,whatsapp,148,3.0
395,2026-01-30,whatsapp,109,1.5
397,2024-04-16,telefone,798,3.5
397,2024-04-25,telefone,406,4.0
397,2024-05-13,telefone,129,3.5
397,2024-06-05,telefone,541,4.5
397,2024-07-19,whatsapp,249,2.5
402,2026-01-04,chat_site,360,4.0
402,2026-01-14,telefone,539,3.0
402,2026-03-09,whatsapp,187,3.0
402,2026-03-29,telefone,397,2.5
402,2026-04-13,chat_site,773,4.5
406,2025-04-07,whatsapp,561,3.0
406,2025-04-15,telefone,551,2.5
406,2025-05-13,telefone,805,3.5
406,2025-05-23,chat_site,418,3.0
406,2025-06-19,whatsapp,573,4.5
406,2025-07-19,chat_site,560,4.5
406,2025-08-07,whatsapp,341,4.0
406,2025-08-26,chat_site,182,3.0
407,2025-01-25,telefone,299,3.5
407,2025-01-26,whatsapp,574,4.0
407,2025-04-28,telefone,537,4.5
408,2025-02-07,whatsapp,82,1.0
408,2025-02-09,telefone,196,2.0
408,2025-02-20,telefone,224,2.0
408,2025-02-26,whatsapp,358,1.0
408,2025-03-01,telefone,998,3.0
408,2025-03-11,telefone,647,1.5
408,2025-03-11,telefone,867,2.0
408,2025-04-04,chat_site,97,3.0
408,2025-04-04,telefone,482,4.0
408,2025-04-07,whatsapp,452,3.5
410,2024-05-14,whatsapp,203,4.5
410,2024-05-30,chat_site,137,1.5
410,2024-06-07,whatsapp,252,3.0
410,2024-06-07,chat_site,122,2.5
410,2024-06-18,chat_site,168,3.5
410,2024-06-29,chat_site,287,1.0
410,2024-07-04,whatsapp,316,1.0
410,2024-07-07,whatsapp,94,2.0
410,2024-07-10,telefone,773,3.0
410,2024-07-26,whatsapp,63,5.0
411,2024-07-01,whatsapp,260,1.0
411,2024-07-02,chat_site,740,3.0
411,2024-07-09,whatsapp,232,3.0
411,2024-08-15,telefone,792,1.5
411,2024-08-16,telefone,153,3.0
411,2024-08-26,telefone,232,3.0
411,2024-08-26,whatsapp,107,2.0
411,2024-08-26,telefone,90,1.0
413,2024-08-29,telefone,1045,5.0
413,2024-09-12,telefone,703,3.5
413,2024-10-12,telefone,372,3.5
413,2024-11-02,telefone,1061,3.0
413,2024-11-08,telefone,468,3.5
413,2024-12-12,whatsapp,145,4.5
413,2024-12-19,telefone,746,2.5
413,2025-01-31,whatsapp,252,5.0
413,2025-02-04,chat_site,152,3.0
414,2024-12-01,telefone,989,4.0
414,2024-12-05,chat_site,296,3.0
414,2024-12-07,telefone,1070,3.0
414,2024-12-24,chat_site,765,3.0
414,2024-12-25,whatsapp,283,3.5
414,2025-01-17,whatsapp,82,4.5
414,2025-01-18,whatsapp,461,1.0
414,2025-01-19,chat_site,60,3.0
416,2025-08-22,whatsapp,155,3.5
416,2025-09-02,telefone,472,2.5
416,2025-09-11,telefone,834,4.5
416,2025-10-06,telefone,387,1.5
416,2025-10-27,chat_site,206,4.5
416,2026-01-14,whatsapp,457,3.0
418,2024-07-12,telefone,752,4.5
418,2024-08-01,chat_site,628,3.5
418,2024-08-21,whatsapp,381,4.0
418,2024-09-19,chat_site,118,2.5
418,2024-10-05,whatsapp,235,5.0
419,2024-10-21,whatsapp,590,5.0
419,2024-10-27,chat_site,592,4.0
419,2024-11-26,telefone,680,3.0
419,2024-12-16,chat_site,421,4.0
419,2024-12-25,telefone,707,2.0
419,2025-01-07,whatsapp,386,4.5
419,2025-02-13,whatsapp,530,3.5
419,2025-02-23,whatsapp,85,4.5
423,2025-10-27,chat_site,599,2.0
423,2025-11-01,whatsapp,65,4.0
423,2025-11-22,whatsapp,223,2.0
423,2025-11-29,whatsapp,522,1.0
423,2025-12-14,whatsapp,121,3.0
423,2025-12-17,whatsapp,157,2.5
423,2025-12-19,telefone,714,3.0
424,2025-06-16,whatsapp,591,3.0
424,2025-08-01,whatsapp,537,4.5
424,2025-09-23,telefone,1156,4.0
424,2025-09-30,chat_site,230,4.0
428,2025-11-27,whatsapp,173,3.5
428,2025-11-30,chat_site,641,3.5
428,2026-02-16,whatsapp,509,1.0
429,2024-02-07,chat_site,785,4.5
429,2024-04-09,whatsapp,153,4.5
429,2024-04-25,chat_site,224,3.5
429,2024-05-08,telefone,803,4.0
429,2024-05-29,chat_site,508,5.0
429,2024-06-07,whatsapp,190,4.0
429,2024-07-01,telefone,830,4.0
429,2024-07-01,telefone,1038,4.0
432,2025-10-06,whatsapp,477,3.0
432,2025-12-13,whatsapp,276,4.5
432,2026-01-01,chat_site,226,5.0
432,2026-01-13,telefone,906,2.5
432,2026-01-19,telefone,937,4.0
432,2026-02-05,chat_site,710,2.0
432,2026-03-05,whatsapp,536,4.5
434,2024-09-14,chat_site,631,3.0
436,2025-01-11,telefone,545,2.0
436,2025-01-15,telefone,459,2.5
436,2025-01-30,whatsapp,544,4.0
436,2025-02-06,chat_site,873,2.0
436,2025-02-09,telefone,356,4.0
436,2025-02-16,telefone,925,5.0
436,2025-03-02,telefone,568,3.5
436,2025-03-18,telefone,994,1.0
436,2025-03-29,telefone,548,1.0
436,2025-03-31,chat_site,634,1.0
437,2025-05-04,chat_site,169,1.0
437,2025-05-22,telefone,893,5.0
437,2025-06-05,chat_site,720,3.5
437,2025-06-11,telefone,1051,1.5
437,2025-07-27,whatsapp,498,4.5
437,2025-09-14,chat_site,155,3.5
437,2025-09-15,whatsapp,151,3.5
437,2025-10-04,whatsapp,340,4.0
439,2024-04-04,whatsapp,258,3.0
439,2024-05-01,chat_site,112,3.0
439,2024-05-28,telefone,653,2.5
439,2024-06-23,telefone,460,2.5
439,2024-06-29,whatsapp,446,4.0
439,2024-07-22,whatsapp,249,2.5
439,2024-08-27,chat_site,156,1.5
440,2025-01-07,telefone,461,5.0
440,2025-02-22,whatsapp,412,3.0
440,2025-03-11,chat_site,803,3.0
440,2025-03-14,telefone,615,3.5
440,2025-04-18,telefone,804,3.5
440,2025-05-14,whatsapp,366,4.0
440,2025-05-23,chat_site,654,4.5
442,2024-11-07,telefone,705,5.0
442,2024-11-11,whatsapp,300,4.0
442,2024-11-12,whatsapp,456,5.0
442,2024-11-15,telefone,860,3.5
442,2024-12-19,chat_site,164,1.0
442,2024-12-24,telefone,232,3.5
442,2025-03-06,telefone,614,1.5
443,2024-07-07,chat_site,247,1.0
443,2024-07-09,whatsapp,269,2.0
443,2024-07-21,telefone,1031,4.0
443,2024-07-26,telefone,379,3.0
443,2024-08-11,whatsapp,377,2.0
443,2024-08-21,chat_site,157,3.0
443,2024-08-21,telefone,120,2.0
443,2024-08-22,telefone,420,3.0
443,2024-08-22,telefone,689,4.5
445,2025-09-08,whatsapp,218,3.0
445,2025-09-12,whatsapp,202,2.0
445,2025-09-27,chat_site,263,1.0
445,2025-10-07,chat_site,269,2.5
445,2025-10-20,chat_site,98,1.5
445,2025-10-21,telefone,713,4.0
445,2025-11-01,whatsapp,227,3.5
445,2025-11-03,telefone,703,3.0
445,2025-11-04,telefone,343,5.0
445,2025-11-04,whatsapp,183,1.5
446,2025-07-22,telefone,813,4.5
446,2025-08-10,whatsapp,476,5.0
446,2025-09-10,whatsapp,344,3.0
446,2025-09-17,whatsapp,292,4.0
446,2025-09-30,telefone,437,3.0
450,2024-12-05,chat_site,386,3.5
450,2024-12-19,telefone,947,2.0
453,2025-04-28,whatsapp,146,3.5
453,2025-06-04,whatsapp,241,5.0
453,2025-06-18,whatsapp,390,5.0
453,2025-07-08,whatsapp,573,4.5
453,2025-07-20,telefone,683,3.5
453,2025-08-22,whatsapp,311,2.5
454,2024-01-24,whatsapp,124,4.0
454,2024-02-02,telefone,774,1.5
454,2024-03-09,chat_site,610,4.0
454,2024-03-20,chat_site,875,3.5
454,2024-03-23,telefone,870,3.5
454,2024-04-16,telefone,1189,4.5
454,2024-05-15,chat_site,191,4.5
454,2024-06-03,chat_site,494,4.5
457,2024-11-05,chat_site,205,2.5
457,2024-11-19,telefone,405,3.0
457,2024-11-23,telefone,228,4.0
457,2024-11-29,whatsapp,465,3.0
457,2024-12-07,chat_site,714,2.0
457,2024-12-14,telefone,725,2.5
457,2025-01-01,telefone,196,2.5
457,2025-01-06,telefone,1032,3.0
457,2025-01-10,whatsapp,89,3.5
462,2024-05-18,telefone,630,2.0
462,2024-05-25,telefone,173,4.5
462,2024-06-06,telefone,145,4.0
462,2024-08-09,chat_site,652,3.0
462,2024-08-21,telefone,784,2.0
462,2024-10-05,whatsapp,77,1.5
462,2024-10-22,chat_site,205,4.0
464,2025-08-26,whatsapp,155,1.0
464,2025-09-13,telefone,1169,2.0
464,2025-09-19,whatsapp,266,2.5
464,2025-10-08,chat_site,667,4.0
464,2025-10-09,whatsapp,135,4.0
464,2025-10-18,chat_site,420,4.5
464,2025-10-19,telefone,1130,4.5
467,2024-06-04,telefone,605,4.5
467,2024-08-31,whatsapp,593,2.0
467,2024-09-04,telefone,90,2.5
467,2024-10-29,whatsapp,115,1.0
467,2024-11-01,telefone,163,3.0
468,2025-07-28,whatsapp,466,2.0
468,2025-07-29,telefone,1152,3.0
468,2025-10-26,telefone,263,3.5
468,2025-10-27,whatsapp,274,4.0
471,2025-10-12,whatsapp,204,4.5
471,2025-10-14,chat_site,63,2.0
471,2025-11-24,whatsapp,166,2.0
471,2025-11-29,chat_site,539,3.0
471,2025-12-27,whatsapp,64,3.5
471,2026-01-13,chat_site,646,4.0
471,2026-01-24,telefone,959,2.5
472,2025-11-30,whatsapp,498,2.5
472,2025-12-25,whatsapp,201,2.0
472,2026-01-01,whatsapp,130,5.0
472,2026-01-25,chat_site,797,3.0
472,2026-02-12,whatsapp,165,4.5
472,2026-02-13,whatsapp,387,3.0
472,2026-04-25,whatsapp,215,4.5
472,2026-04-29,whatsapp,140,5.0
473,2025-02-03,telefone,1092,3.0
473,2025-02-09,telefone,364,3.5
473,2025-03-03,whatsapp,351,1.5
473,2025-03-07,whatsapp,295,1.5
473,2025-03-18,telefone,655,5.0
473,2025-03-28,whatsapp,365,3.0
473,2025-04-11,telefone,611,5.0
473,2025-04-16,chat_site,424,1.0
474,2025-02-07,whatsapp,290,2.0
474,2025-02-14,chat_site,91,4.0
474,2025-03-05,telefone,790,4.5
474,2025-05-14,whatsapp,580,3.5
474,2025-06-03,telefone,566,3.5
474,2025-06-21,chat_site,449,2.5
474,2025-07-15,chat_site,753,3.0
474,2025-07-17,whatsapp,119,3.0
476,2025-11-02,telefone,979,3.0
476,2025-11-29,whatsapp,392,4.5
476,2026-01-18,telefone,749,3.0
476,2026-02-07,whatsapp,414,4.0
476,2026-02-09,whatsapp,414,4.5
476,2026-02-28,telefone,522,1.5
476,2026-03-03,chat_site,695,3.0
478,2024-01-22,whatsapp,494,3.0
478,2024-01-31,telefone,440,4.5
478,2024-02-23,chat_site,846,4.5
478,2024-02-25,whatsapp,329,3.0
478,2024-04-11,whatsapp,101,2.5
478,2024-05-06,chat_site,642,5.0
478,2024-06-09,chat_site,770,3.5
478,2024-06-11,whatsapp,234,3.0
478,2024-07-12,whatsapp,95,3.5
478,2024-07-13,whatsapp,347,4.0
479,2025-07-24,whatsapp,372,3.0
479,2025-07-25,whatsapp,516,1.0
479,2025-09-08,telefone,918,4.0
479,2025-09-19,chat_site,659,3.5
479,2025-09-24,telefone,738,3.0
479,2025-11-02,chat_site,406,5.0
479,2025-11-20,whatsapp,213,4.5
479,2026-01-06,chat_site,832,4.0
479,2026-01-09,whatsapp,395,3.5
481,2024-09-12,telefone,1091,1.5
481,2024-09-16,whatsapp,248,3.5
481,2024-11-29,whatsapp,253,4.5
481,2025-01-25,whatsapp,228,3.0
481,2025-02-15,whatsapp,585,4.0
485,2025-05-03,telefone,1173,2.5
485,2025-05-20,telefone,1111,2.5
485,2025-05-25,whatsapp,166,4.0
485,2025-06-10,chat_site,78,2.5
485,2025-06-17,whatsapp,132,2.5
485,2025-06-20,chat_site,527,2.0
485,2025-06-28,telefone,181,2.5
485,2025-06-28,telefone,672,4.5
485,2025-07-02,chat_site,442,1.5
488,2025-06-09,whatsapp,534,2.0
488,2025-06-10,telefone,958,2.5
488,2025-06-23,whatsapp,283,3.5
488,2025-06-27,whatsapp,380,1.0
488,2025-06-29,telefone,608,2.5
488,2025-07-22,telefone,233,3.0
488,2025-07-27,whatsapp,521,1.0
488,2025-07-28,whatsapp,530,3.5
488,2025-07-30,whatsapp,554,3.0
490,2025-05-30,telefone,634,2.5
490,2025-06-05,telefone,1114,2.5
490,2025-09-11,whatsapp,450,4.5
490,2025-09-12,whatsapp,113,1.5
490,2025-11-06,telefone,458,5.0
490,2025-11-18,telefone,883,2.0
493,2025-10-10,telefone,378,3.5
493,2025-11-20,chat_site,892,2.5
493,2025-11-24,telefone,560,5.0
493,2025-12-25,whatsapp,528,2.0
493,2025-12-27,chat_site,71,3.5
493,2026-01-02,telefone,458,3.0
493,2026-01-13,telefone,821,5.0
493,2026-02-22,telefone,1032,5.0
493,2026-03-19,telefone,613,1.5
493,2026-03-22,telefone,370,3.0
494,2025-09-10,chat_site,94,2.5
494,2025-10-18,telefone,962,4.0
494,2025-10-22,whatsapp,470,5.0
496,2025-07-29,whatsapp,547,4.0
496,2025-08-03,telefone,333,4.5
496,2025-08-20,telefone,588,5.0
496,2025-09-02,telefone,182,4.5
496,2025-09-05,whatsapp,330,2.0
496,2025-09-10,telefone,348,2.5
496,2025-09-14,chat_site,684,1.0
496,2025-09-21,whatsapp,560,3.0
496,2025-10-10,chat_site,621,3.0
497,2024-05-12,chat_site,734,2.5
497,2024-05-12,telefone,267,2.0
497,2024-06-11,telefone,824,3.5
497,2024-07-18,telefone,753,2.0
497,2024-08-07,whatsapp,184,5.0
497,2024-09-15,whatsapp,466,2.0
497,2024-09-18,whatsapp,296,2.5
498,2024-11-14,chat_site,696,3.0
498,2024-11-29,chat_site,572,2.0
498,2024-12-22,telefone,124,3.5
498,2025-01-02,telefone,921,5.0
498,2025-01-23,chat_site,872,3.5
498,2025-02-18,telefone,542,5.0
498,2025-03-19,chat_site,425,4.5
498,2025-05-11,telefone,180,2.5
502,2025-07-19,telefone,335,3.5
502,2025-09-08,telefone,655,5.0
502,2025-09-27,whatsapp,289,3.5
502,2025-11-30,telefone,291,3.0
506,2025-01-21,telefone,564,3.5
506,2025-01-29,whatsapp,260,4.5
506,2025-03-16,whatsapp,168,3.5
506,2025-03-30,telefone,810,3.5
507,2025-06-28,telefone,787,2.0
507,2025-07-09,telefone,906,1.5
507,2025-07-22,telefone,281,2.5
507,2025-07-26,telefone,668,2.0
507,2025-08-03,whatsapp,228,5.0
507,2025-08-05,chat_site,270,3.5
507,2025-08-17,whatsapp,217,2.5
507,2025-08-24,telefone,560,2.5
507,2025-08-31,telefone,1127,1.0
507,2025-09-01,whatsapp,197,3.5
508,2024-09-27,whatsapp,134,4.0
508,2024-10-22,whatsapp,83,3.0
508,2024-11-03,telefone,741,2.5
508,2025-01-10,chat_site,614,1.0
509,2025-05-13,whatsapp,501,3.5
509,2025-05-23,telefone,1069,3.0
509,2025-06-22,whatsapp,92,1.5
509,2025-06-28,whatsapp,126,1.5
509,2025-07-06,telefone,640,1.0
509,2025-07-08,whatsapp,449,4.0
509,2025-07-16,telefone,737,2.0
509,2025-07-16,chat_site,126,2.0
509,2025-07-17,telefone,762,3.5
510,2024-07-31,whatsapp,264,3.5
510,2024-09-06,whatsapp,232,3.5
510,2024-09-10,telefone,128,3.5
510,2024-10-13,whatsapp,354,4.0
510,2024-11-05,chat_site,515,4.0
510,2024-11-30,telefone,246,2.0
510,2024-12-17,telefone,239,5.0
510,2024-12-28,whatsapp,67,3.0
521,2024-11-02,chat_site,713,4.0
521,2024-12-23,telefone,414,2.5
521,2025-01-02,whatsapp,537,5.0
521,2025-01-29,whatsapp,551,3.5
521,2025-02-03,telefone,749,4.5
521,2025-03-08,whatsapp,254,2.5
522,2024-05-12,telefone,151,4.0
522,2024-06-04,telefone,698,2.0
522,2024-07-05,telefone,734,3.5
522,2024-08-28,telefone,774,3.5
522,2024-09-28,whatsapp,406,5.0
522,2024-10-02,chat_site,664,2.0
522,2024-10-16,telefone,173,5.0
525,2024-11-02,whatsapp,516,1.5
525,2024-11-12,whatsapp,427,3.5
525,2024-11-13,chat_site,378,2.0
525,2024-11-20,chat_site,416,2.5
525,2024-11-30,whatsapp,117,2.0
525,2024-12-02,telefone,205,1.5
525,2024-12-13,whatsapp,126,2.0
525,2024-12-25,chat_site,163,2.0
525,2025-01-06,whatsapp,78,2.5
525,2025-01-09,chat_site,448,1.5
531,2025-05-26,whatsapp,541,2.5
531,2025-06-11,telefone,534,4.0
531,2025-07-07,whatsapp,198,5.0
531,2025-07-15,whatsapp,543,2.5
531,2025-08-10,telefone,757,5.0
531,2025-10-29,chat_site,860,1.5
531,2025-11-19,whatsapp,270,4.0
532,2024-06-01,telefone,334,5.0
532,2024-10-10,telefone,214,4.0
534,2024-09-14,whatsapp,264,2.5
534,2024-11-06,whatsapp,366,5.0
534,2024-12-18,telefone,1135,3.5
534,2025-02-15,telefone,118,4.0
537,2025-02-02,whatsapp,209,3.5
537,2025-04-13,telefone,780,2.5
537,2025-04-20,telefone,203,4.0
537,2025-05-18,whatsapp,281,1.5
537,2025-05-20,chat_site,164,3.0
537,2025-06-12,whatsapp,254,3.0
538,2024-05-27,whatsapp,287,2.5
538,2024-06-15,whatsapp,459,3.5
538,2024-06-29,telefone,190,3.5
538,2024-07-31,whatsapp,211,3.5
538,2024-07-31,chat_site,449,4.0
538,2024-08-17,telefone,209,4.0
538,2024-08-25,telefone,654,4.0
538,2024-09-27,chat_site,319,5.0
539,2025-05-24,telefone,1132,4.5
539,2025-05-24,whatsapp,326,5.0
539,2025-06-03,chat_site,656,1.0
539,2025-06-04,telefone,1034,2.5
539,2025-06-24,whatsapp,450,2.0
539,2025-07-04,chat_site,340,1.0
539,2025-07-12,whatsapp,203,4.5
539,2025-07-13,whatsapp,215,1.0
539,2025-07-17,telefone,1163,2.5
540,2024-02-28,whatsapp,457,3.0
540,2024-03-20,telefone,948,5.0
540,2024-04-14,chat_site,750,4.5
540,2024-04-23,chat_site,82,4.0
540,2024-06-11,chat_site,586,4.5
541,2025-09-03,telefone,232,2.5
541,2025-09-12,telefone,1124,2.5
541,2025-10-17,whatsapp,142,2.5
541,2025-11-03,whatsapp,512,4.0
541,2025-11-23,chat_site,395,1.0
541,2025-11-29,chat_site,684,2.0
541,2026-01-17,whatsapp,464,4.0
542,2024-02-20,chat_site,392,3.0
542,2024-07-01,telefone,887,4.0
542,2024-07-18,telefone,671,3.0
543,2024-08-12,whatsapp,103,5.0
543,2024-09-11,whatsapp,195,3.0
543,2024-09-22,telefone,386,2.0
543,2024-10-09,telefone,323,4.0
543,2024-10-29,whatsapp,495,2.0
544,2024-06-03,chat_site,189,4.5
544,2024-06-24,telefone,513,3.0
544,2024-07-27,telefone,457,2.0
544,2024-09-27,telefone,335,3.0
544,2024-10-31,telefone,441,3.5
547,2025-01-09,telefone,1069,4.5
547,2025-01-12,chat_site,664,2.0
547,2025-02-04,whatsapp,482,3.5
547,2025-03-01,telefone,330,3.0
547,2025-03-03,chat_site,744,2.0
548,2025-06-20,telefone,901,3.5
548,2025-09-07,whatsapp,468,4.5
548,2025-09-09,telefone,519,4.0
548,2025-10-26,whatsapp,319,2.5
548,2025-11-07,chat_site,89,3.0
549,2025-05-16,whatsapp,198,2.0
549,2025-07-13,telefone,1149,2.5
549,2025-08-07,whatsapp,406,4.5
549,2025-09-05,telefone,715,3.5
550,2025-12-17,telefone,1197,4.5
550,2025-12-23,telefone,533,4.0
550,2025-12-24,chat_site,878,3.5
550,2026-01-10,whatsapp,303,3.0
550,2026-01-12,whatsapp,309,3.5
550,2026-01-16,chat_site,878,3.5
550,2026-01-19,telefone,841,1.0
550,2026-01-31,whatsapp,385,2.5
550,2026-01-31,whatsapp,287,3.0
550,2026-02-03,telefone,715,1.0
550,2026-02-04,telefone,893,3.0
552,2025-01-05,chat_site,438,5.0
552,2025-01-31,telefone,304,2.0
552,2025-02-28,whatsapp,289,4.0
552,2025-03-29,chat_site,730,2.5
552,2025-04-16,whatsapp,324,3.0
552,2025-04-26,telefone,683,3.5
552,2025-05-03,whatsapp,161,5.0
552,2025-05-21,telefone,810,3.5
556,2025-03-22,telefone,715,2.5
556,2025-04-01,whatsapp,96,3.5
556,2025-05-11,whatsapp,415,4.0
556,2025-06-14,chat_site,728,3.5
556,2025-06-16,whatsapp,270,5.0
556,2025-07-13,telefone,858,1.5
556,2025-07-14,chat_site,718,4.5
559,2026-03-06,telefone,395,1.0
559,2026-03-17,chat_site,882,2.0
559,2026-03-21,whatsapp,560,1.5
559,2026-03-23,chat_site,565,1.5
559,2026-04-09,whatsapp,133,3.5
559,2026-04-30,telefone,970,2.0
559,2026-05-07,telefone,806,3.5
559,2026-05-08,telefone,1036,3.5
559,2026-05-08,chat_site,221,3.0
561,2025-04-18,whatsapp,216,4.0
561,2025-05-11,telefone,1065,3.5
561,2025-05-29,whatsapp,136,1.0
561,2025-06-18,whatsapp,336,3.0
561,2025-07-11,whatsapp,230,3.0
561,2025-07-14,chat_site,491,1.0
561,2025-08-16,telefone,633,3.0
561,2025-08-27,chat_site,436,4.5
562,2024-02-07,telefone,683,3.0
562,2024-02-10,whatsapp,189,3.0
562,2024-02-22,chat_site,815,3.0
562,2024-02-28,telefone,1103,3.5
562,2024-03-12,whatsapp,390,3.5
562,2024-03-12,telefone,944,2.5
562,2024-03-13,chat_site,337,3.0
562,2024-03-17,chat_site,171,3.0
564,2024-06-09,whatsapp,394,2.0
564,2024-09-05,whatsapp,560,3.5
564,2024-09-24,whatsapp,550,2.0
564,2024-10-20,whatsapp,317,2.5
564,2024-11-29,telefone,946,2.5
566,2024-10-04,telefone,775,2.5
566,2025-01-07,chat_site,79,4.0
567,2024-11-11,telefone,563,2.5
567,2024-11-24,telefone,715,3.5
567,2024-12-01,whatsapp,402,2.5
567,2025-01-03,whatsapp,547,3.5
567,2025-01-06,whatsapp,420,3.0
567,2025-01-08,chat_site,386,3.0
567,2025-01-12,whatsapp,232,2.5
567,2025-01-15,whatsapp,229,1.5
567,2025-01-19,chat_site,361,3.5
567,2025-01-28,telefone,234,2.0
568,2025-03-12,whatsapp,450,2.5
568,2025-03-24,chat_site,706,3.5
568,2025-04-05,chat_site,96,3.5
568,2025-04-18,chat_site,202,2.0
568,2025-04-21,telefone,1150,3.5
568,2025-04-27,whatsapp,513,4.5
568,2025-04-29,whatsapp,93,2.5
569,2025-08-11,telefone,346,4.5
569,2025-09-08,whatsapp,486,3.5
569,2025-10-08,telefone,1101,2.0
569,2025-11-08,telefone,379,2.5
569,2025-12-25,whatsapp,576,2.0
570,2025-06-05,telefone,418,2.0
570,2025-06-18,whatsapp,71,3.0
570,2025-06-23,telefone,908,2.0
570,2025-06-29,whatsapp,578,2.0
570,2025-07-05,telefone,309,1.0
570,2025-07-07,telefone,677,4.0
570,2025-07-10,chat_site,233,4.5
570,2025-07-16,whatsapp,300,4.0
570,2025-08-06,telefone,1191,3.5
570,2025-08-10,whatsapp,433,3.5
572,2025-01-06,chat_site,829,4.5
572,2025-01-13,telefone,558,5.0
572,2025-02-10,whatsapp,447,3.0
572,2025-02-22,telefone,468,2.5
572,2025-03-09,whatsapp,86,3.0
572,2025-03-20,telefone,632,4.0
572,2025-04-01,whatsapp,456,4.5
572,2025-05-18,whatsapp,576,2.5
573,2024-08-31,chat_site,632,3.5
573,2024-09-07,telefone,326,3.0
573,2024-10-13,whatsapp,593,3.0
573,2024-11-01,telefone,993,2.5
573,2024-12-18,telefone,134,3.5
573,2025-02-21,telefone,622,3.0
574,2024-05-11,telefone,268,1.0
574,2024-06-07,telefone,610,2.5
574,2024-06-15,chat_site,135,3.0
574,2024-06-21,telefone,692,2.5
574,2024-07-03,chat_site,150,1.5
574,2024-07-11,telefone,824,2.5
574,2024-08-02,whatsapp,258,2.5
575,2024-01-26,telefone,695,2.0
575,2024-02-16,whatsapp,85,3.5
575,2024-03-05,whatsapp,530,5.0
575,2024-03-29,whatsapp,249,3.0
575,2024-04-01,telefone,690,5.0
575,2024-04-06,telefone,724,2.0
575,2024-05-09,chat_site,715,3.5
575,2024-06-26,telefone,939,1.5
576,2024-12-14,telefone,233,2.0
576,2024-12-20,telefone,370,3.0
576,2025-02-02,whatsapp,587,3.0
576,2025-02-26,telefone,214,3.5
576,2025-03-01,whatsapp,213,3.0
576,2025-04-06,whatsapp,401,4.0
578,2025-04-20,telefone,186,2.0
578,2025-05-17,chat_site,810,2.0
578,2025-06-28,chat_site,308,2.5
578,2025-08-13,whatsapp,278,3.0
580,2024-03-30,telefone,1092,3.5
580,2024-04-24,telefone,723,3.5
580,2024-04-28,chat_site,194,2.5
580,2024-06-25,telefone,756,3.5
580,2024-09-09,telefone,1113,3.0
580,2024-09-22,whatsapp,598,2.5
581,2024-03-26,chat_site,89,2.0
581,2024-04-07,whatsapp,336,3.5
581,2024-05-08,telefone,162,3.5
581,2024-05-15,chat_site,177,3.5
581,2024-07-09,chat_site,143,1.5
581,2024-07-30,whatsapp,420,3.5
581,2024-09-03,chat_site,487,2.5
583,2024-04-25,telefone,640,2.0
583,2024-04-28,chat_site,106,3.0
583,2024-05-09,whatsapp,334,4.0
583,2024-07-02,whatsapp,61,2.5
583,2024-07-12,whatsapp,442,5.0
583,2024-08-02,whatsapp,107,2.0
583,2024-08-27,chat_site,85,5.0
583,2024-09-07,whatsapp,105,3.0
585,2025-04-29,chat_site,427,3.0
585,2025-05-07,chat_site,239,3.5
585,2025-05-14,whatsapp,138,2.5
585,2025-05-20,telefone,797,2.5
585,2025-06-01,whatsapp,357,4.0
585,2025-06-02,whatsapp,316,2.0
585,2025-06-08,chat_site,352,3.0
585,2025-06-20,whatsapp,312,2.5
585,2025-07-05,chat_site,489,2.0
588,2024-04-23,whatsapp,279,1.0
588,2024-05-14,telefone,499,2.5
588,2024-06-06,whatsapp,272,3.0
588,2024-07-18,whatsapp,193,3.0
588,2024-07-23,chat_site,261,4.5
588,2024-08-12,telefone,731,3.5
588,2024-09-05,whatsapp,290,4.0
588,2024-09-13,whatsapp,77,3.5
591,2025-11-23,telefone,351,4.0
591,2025-12-31,whatsapp,466,5.0
591,2026-02-21,whatsapp,475,2.0
591,2026-03-24,chat_site,395,3.5
591,2026-04-02,chat_site,534,4.0
595,2025-01-31,telefone,91,3.5
595,2025-02-15,whatsapp,378,3.5
595,2025-02-19,telefone,578,3.5
595,2025-03-02,whatsapp,523,2.5
595,2025-03-08,telefone,805,2.0
595,2025-03-11,chat_site,745,2.5
595,2025-03-16,chat_site,223,2.0
595,2025-03-30,chat_site,818,2.0
595,2025-04-20,chat_site,505,4.0
596,2025-12-29,whatsapp,62,3.5
596,2026-01-22,chat_site,430,4.5
596,2026-02-03,telefone,147,4.5
596,2026-02-18,telefone,564,5.0
596,2026-03-05,chat_site,798,4.0
596,2026-03-21,telefone,175,4.5
596,2026-03-27,telefone,937,3.5
596,2026-04-20,telefone,1041,3.5
597,2025-06-02,whatsapp,539,5.0
597,2025-06-04,whatsapp,155,3.5
597,2025-06-23,telefone,1062,3.0
597,2025-07-06,telefone,1067,2.5
597,2025-08-27,whatsapp,251,5.0
597,2025-10-30,whatsapp,433,3.5
598,2025-11-23,whatsapp,231,3.5
598,2025-12-27,chat_site,654,1.5
598,2026-01-18,whatsapp,410,4.5
598,2026-02-12,telefone,765,5.0
598,2026-03-01,chat_site,193,4.0
598,2026-03-12,chat_site,233,3.5
598,2026-04-09,whatsapp,582,4.0
598,2026-04-09,whatsapp,296,1.0
599,2025-06-25,telefone,840,2.5
599,2025-07-28,telefone,208,3.5
599,2025-08-09,telefone,138,2.5
599,2025-10-28,whatsapp,81,5.0
