id_cliente,ano_mes,receita_bruta
1063,2025-05,97.76
1063,2025-06,94.29
1063,2025-07,85.44
1063,2025-08,95.87
1063,2025-09,100.43
1063,2025-10,93.02
1063,2025-11,98.6
1063,2025-12,77.66
1063,2026-01,75.29
1063,2026-02,97.18
1063,2026-03,93.83
1063,2026-04,94.6
1063,2026-05,96.19
1064,2025-08,122.75
1064,2025-09,122.85
1064,2025-10,118.13
1064,2025-11,122.48
1064,2025-12,99.42
1064,2026-01,101.42
1064,2026-02,123.89
1064,2026-03,120.06
1064,2026-04,125.22
1064,2026-05,118.36
1065,2025-10,123.97
1065,2025-11,124.02
1065,2025-12,95.99
1065,2026-01,97.57
1065,2026-02,121.98
1065,2026-03,121.41
1065,2026-04,124.77
1065,2026-05,125.44
1066,2024-11,21.27
1066,2024-12,16.53
1066,2025-01,14.74
1067,2026-02,112.08
1067,2026-03,104.31
1067,2026-04,106.19
1067,2026-05,106.66
1068,2025-06,77.55
1068,2025-07,69.83
1068,2025-08,80.84
1068,2025-09,81.11
1068,2025-10,80.37
1068,2025-11,77.96
1068,2025-12,65.48
1068,2026-01,65.92
1068,2026-02,76.6
1068,2026-03,84.11
1068,2026-04,80.84
1068,2026-05,81.31
1069,2024-10,155.78
1069,2024-11,157.96
1069,2024-12,119.96
1069,2025-01,119.98
1069,2025-02,149.07
1069,2025-03,160.48
1069,2025-04,151.18
1069,2025-05,150.55
1069,2025-06,149.22
1069,2025-07,131.22
1069,2025-08,159.59
1069,2025-09,156.04
1069,2025-10,148.58
1069,2025-11,158.55
1069,2025-12,129.69
1069,2026-01,126.8
1069,2026-02,154.81
1069,2026-03,156.01
1069,2026-04,156.99
1069,2026-05,158.88
1070,2024-01,145.43
1070,2024-02,183.2
1070,2024-03,177.83
1070,2024-04,189.78
1070,2024-05,194.67
1070,2024-06,178.04
1070,2024-07,158.08
1070,2024-08,189.25
1070,2024-09,176.81
1070,2024-10,184.41
1070,2024-11,191.0
1070,2024-12,147.09
1070,2025-01,152.59
1070,2025-02,187.53
1070,2025-03,189.25
1070,2025-04,180.71
1070,2025-05,179.38
1070,2025-06,176.57
1070,2025-07,158.72
1070,2025-08,179.73
1070,2025-09,188.34
1070,2025-10,186.45
1070,2025-11,191.73
1070,2025-12,154.73
1070,2026-01,148.11
1070,2026-02,181.76
1070,2026-03,177.78
1070,2026-04,190.29
1070,2026-05,185.47
1071,2025-07,119.46
1071,2025-08,142.27
1071,2025-09,141.67
1071,2025-10,139.31
1071,2025-11,146.73
1071,2025-12,117.82
1071,2026-01,115.65
1071,2026-02,145.31
1071,2026-03,136.73
1071,2026-04,141.59
1071,2026-05,144.02
1072,2024-06,212.9
1072,2024-07,183.09
1072,2024-08,220.09
1072,2024-09,206.07
1072,2024-10,222.71
1072,2024-11,205.89
1072,2024-12,167.99
1072,2025-01,179.8
1072,2025-02,212.72
1072,2025-03,214.55
1072,2025-04,212.69
1072,2025-05,206.66
1072,2025-06,217.77
1072,2025-07,188.14
1072,2025-08,208.75
1072,2025-09,220.86
1072,2025-10,206.81
1072,2025-11,221.35
1072,2025-12,177.9
1072,2026-01,181.58
1072,2026-02,222.18
1072,2026-03,222.85
1072,2026-04,225.29
1072,2026-05,222.84
1073,2025-10,142.35
1073,2025-11,150.56
1073,2025-12,114.4
1073,2026-01,111.9
1073,2026-02,120.03
1074,2025-03,125.95
1074,2025-04,128.51
1074,2025-05,130.73
1074,2025-06,125.1
1074,2025-07,107.42
1074,2025-08,126.22
1074,2025-09,132.72
1074,2025-10,127.03
1074,2025-11,123.34
1074,2025-12,104.71
1074,2026-01,99.09
1074,2026-02,131.0
1074,2026-03,133.17
1074,2026-04,124.47
1074,2026-05,133.2
1075,2025-02,84.89
1075,2025-03,84.88
1075,2025-04,84.7
1075,2025-05,85.82
1075,2025-06,90.82
1075,2025-07,72.73
1075,2025-08,90.99
1075,2025-09,87.7
1075,2025-10,87.41
1075,2025-11,88.78
1075,2025-12,72.8
1075,2026-01,73.87
1075,2026-02,82.92
1075,2026-03,86.37
1075,2026-04,84.46
1075,2026-05,84.22
1076,2024-05,79.97
1076,2024-06,86.55
1076,2024-07,73.58
1076,2024-08,82.97
1076,2024-09,78.95
1076,2024-10,76.7
1076,2024-11,63.71
1077,2025-08,130.78
1077,2025-09,135.78
1077,2025-10,131.66
1077,2025-11,133.41
1077,2025-12,111.74
1077,2026-01,110.68
1077,2026-02,132.8
1077,2026-03,129.01
1077,2026-04,128.7
1077,2026-05,134.93
1078,2024-05,30.74
1078,2024-06,27.17
1078,2024-07,23.83
1078,2024-08,23.2
1079,2024-12,103.5
1079,2025-01,103.28
1079,2025-02,123.6
1079,2025-03,118.25
1079,2025-04,124.53
1079,2025-05,126.64
1079,2025-06,120.48
1079,2025-07,102.43
1079,2025-08,123.38
1079,2025-09,126.49
1079,2025-10,123.47
1079,2025-11,120.2
1079,2025-12,103.59
1079,2026-01,103.62
1079,2026-02,125.37
1079,2026-03,118.16
1079,2026-04,120.11
1079,2026-05,124.88
1080,2025-12,177.34
1080,2026-01,168.75
1080,2026-02,219.74
1080,2026-03,211.64
1080,2026-04,213.37
1080,2026-05,203.04
1081,2026-02,147.62
1081,2026-03,136.93
1081,2026-04,130.3
1081,2026-05,110.81
1082,2026-04,73.87
1082,2026-05,76.3
1083,2026-03,127.86
1083,2026-04,125.49
1083,2026-05,132.39
1084,2025-04,153.64
1084,2025-05,147.17
1084,2025-06,143.98
1084,2025-07,131.97
1084,2025-08,140.74
1084,2025-09,153.16
1084,2025-10,140.95
1084,2025-11,151.4
1084,2025-12,122.24
1084,2026-01,120.81
1084,2026-02,151.04
1084,2026-03,140.84
1084,2026-04,145.03
1084,2026-05,144.49
1085,2024-06,98.27
1085,2024-07,86.08
1085,2024-08,106.45
1085,2024-09,106.94
1085,2024-10,107.31
1085,2024-11,99.25
1085,2024-12,84.87
1085,2025-01,82.49
1085,2025-02,105.33
1085,2025-03,106.25
1085,2025-04,100.45
1085,2025-05,102.91
1085,2025-06,101.13
1085,2025-07,87.82
1085,2025-08,100.75
1085,2025-09,101.26
1085,2025-10,100.56
1085,2025-11,100.83
1085,2025-12,83.96
1085,2026-01,84.14
1085,2026-02,107.24
1085,2026-03,101.78
1085,2026-04,104.53
1085,2026-05,107.7
1086,2025-12,127.27
1086,2026-01,125.08
1086,2026-02,143.86
1086,2026-03,145.55
1086,2026-04,147.08
1086,2026-05,152.96
1087,2025-11,135.16
1087,2025-12,112.96
1087,2026-01,112.65
1087,2026-02,142.91
1087,2026-03,136.9
1087,2026-04,136.57
1087,2026-05,141.61
1088,2026-04,111.19
1088,2026-05,108.69
1089,2025-07,80.09
1089,2025-08,93.71
1089,2025-09,100.38
1089,2025-10,98.84
1089,2025-11,94.22
1089,2025-12,79.85
1089,2026-01,77.8
1089,2026-02,97.64
1089,2026-03,99.28
1089,2026-04,92.12
1089,2026-05,97.59
1090,2024-04,28.15
1090,2024-05,27.72
1090,2024-06,29.35
1090,2024-07,24.33
1090,2024-08,27.63
1090,2024-09,24.68
1090,2024-10,22.18
1091,2025-03,36.53
1091,2025-04,39.4
1091,2025-05,38.13
1091,2025-06,39.02
1091,2025-07,30.9
1091,2025-08,37.21
1091,2025-09,36.91
1091,2025-10,39.3
1091,2025-11,34.39
1091,2025-12,28.02
1091,2026-01,24.62
1091,2026-03,38.85
1091,2026-04,39.32
1091,2026-05,38.68
1092,2025-01,72.29
1092,2025-02,90.43
1092,2025-03,87.11
1092,2025-04,91.88
1092,2025-05,88.57
1092,2025-06,91.81
1092,2025-07,75.79
1092,2025-08,90.1
1092,2025-09,85.53
1092,2025-10,85.44
1092,2025-11,93.1
1092,2025-12,73.73
1092,2026-01,69.74
1092,2026-02,89.94
1092,2026-03,91.57
1092,2026-04,89.94
1092,2026-05,88.61
1093,2025-12,126.19
1093,2026-01,124.19
1093,2026-02,156.1
1093,2026-03,150.6
1093,2026-04,148.63
1093,2026-05,161.12
1094,2024-11,38.71
1094,2024-12,29.29
1094,2025-01,24.25
1095,2024-10,33.78
1095,2024-11,33.62
1095,2024-12,26.98
1095,2025-01,26.79
1095,2025-02,32.95
1095,2025-03,32.89
1095,2025-04,34.91
1095,2025-05,35.66
1095,2025-06,33.78
1095,2025-07,28.15
1095,2025-08,33.23
1095,2025-09,35.03
1095,2025-10,33.67
1095,2025-11,34.74
1095,2025-12,26.86
1095,2026-01,28.39
1095,2026-02,34.72
1095,2026-03,33.24
1095,2026-04,35.66
1095,2026-05,34.26
1096,2024-03,59.82
1096,2024-04,58.92
1096,2024-05,61.9
1096,2024-06,58.3
1096,2024-07,52.9
1096,2024-08,60.87
1096,2024-09,60.49
1096,2024-10,57.55
1096,2024-11,56.97
1096,2024-12,49.86
1096,2025-01,48.45
1096,2025-02,62.19
1096,2025-03,59.52
1096,2025-04,59.97
1096,2025-05,62.38
1096,2025-06,60.71
1096,2025-07,50.22
1096,2025-08,61.37
1096,2025-09,58.21
1096,2025-10,59.57
1096,2025-11,57.87
1096,2025-12,50.49
1096,2026-01,50.2
1096,2026-02,61.65
1096,2026-03,58.84
1096,2026-04,60.78
1096,2026-05,58.0
1097,2025-12,113.75
1097,2026-01,113.66
1097,2026-02,141.93
1097,2026-03,135.96
1097,2026-04,116.26
1098,2025-10,36.59
1098,2025-11,33.76
1098,2025-12,29.41
1098,2026-01,27.27
1098,2026-02,31.41
1098,2026-03,26.87
1099,2024-02,128.84
1099,2024-03,119.4
1099,2024-04,109.0
1099,2024-05,97.45
1100,2025-01,125.55
1100,2025-02,169.28
1100,2025-03,157.65
1100,2025-04,166.42
1100,2025-05,153.76
1100,2025-06,157.7
1100,2025-07,136.29
1100,2025-08,167.44
1100,2025-09,165.64
1100,2025-10,158.53
1100,2025-11,166.28
1100,2025-12,134.9
1100,2026-01,131.0
1100,2026-02,161.76
1100,2026-03,161.79
1100,2026-04,156.26
1100,2026-05,166.69
1101,2025-02,37.26
1101,2025-03,37.14
1101,2025-04,37.03
1101,2025-05,37.02
1101,2025-06,37.61
1101,2025-07,31.19
1101,2025-08,37.19
1101,2025-09,37.09
1101,2025-10,35.18
1101,2025-11,36.24
1101,2025-12,29.82
1101,2026-01,27.99
1101,2026-02,36.12
1101,2026-03,34.22
1101,2026-04,35.07
1101,2026-05,35.96
1102,2025-02,28.19
1102,2025-03,27.82
1102,2025-04,25.47
1102,2025-05,23.51
1102,2025-06,21.42
1103,2026-02,96.26
1103,2026-03,91.04
1103,2026-04,94.95
1103,2026-05,99.65
1104,2024-05,40.95
1104,2024-06,39.12
1104,2024-07,32.64
1104,2024-08,39.81
1104,2024-09,39.48
1104,2024-10,40.69
1104,2024-11,38.27
1104,2024-12,33.74
1104,2025-01,33.13
1104,2025-02,41.87
1104,2025-03,41.45
1104,2025-04,39.71
1104,2025-05,40.63
1104,2025-06,41.37
1104,2025-07,33.26
1104,2025-08,38.02
1104,2025-09,39.22
1104,2025-10,39.73
1104,2025-11,40.48
1104,2025-12,31.6
1104,2026-01,32.18
1104,2026-02,40.58
1104,2026-03,41.28
1104,2026-04,38.89
1104,2026-05,41.18
1105,2024-09,101.04
1105,2024-10,95.59
1105,2024-11,102.63
1105,2024-12,84.4
1105,2025-01,77.47
1105,2025-02,103.97
1105,2025-03,96.99
1105,2025-04,103.96
1105,2025-05,95.89
1105,2025-06,89.29
1105,2025-07,71.97
1106,2024-06,68.48
1106,2024-07,63.17
1106,2024-08,66.03
1106,2024-09,67.35
1106,2024-10,55.52
1107,2024-07,155.5
1107,2024-08,180.87
1107,2024-09,179.17
1107,2024-10,184.1
1107,2024-11,174.06
1107,2024-12,150.12
1107,2025-01,139.18
1107,2025-02,186.43
1107,2025-03,184.77
1107,2025-04,185.59
1107,2025-05,176.61
1107,2025-06,186.57
1107,2025-07,157.47
1107,2025-08,188.71
1107,2025-09,171.61
1107,2025-10,185.5
1107,2025-11,182.49
1107,2025-12,153.07
1107,2026-01,145.1
1107,2026-02,176.29
1107,2026-03,187.11
1107,2026-04,177.12
1107,2026-05,183.92
1108,2026-02,93.68
1108,2026-03,91.75
1108,2026-04,96.44
1108,2026-05,89.34
1109,2026-03,78.97
1109,2026-04,73.7
1109,2026-05,68.29
1110,2024-02,124.13
1110,2024-03,122.16
1110,2024-04,122.97
1110,2024-05,122.31
1110,2024-06,122.93
1110,2024-07,99.81
1110,2024-08,120.42
1110,2024-09,123.18
1110,2024-10,120.57
1110,2024-11,124.25
1110,2024-12,99.32
1110,2025-01,91.71
1110,2025-02,118.39
1110,2025-03,115.71
1110,2025-04,122.8
1110,2025-05,123.54
1110,2025-06,119.15
1110,2025-07,96.97
1110,2025-08,116.55
1110,2025-09,114.68
1110,2025-10,118.71
1110,2025-11,124.1
1110,2025-12,94.32
1110,2026-01,98.06
1110,2026-02,122.28
1110,2026-03,122.27
1110,2026-04,114.22
1110,2026-05,115.26
1111,2025-06,114.36
1111,2025-07,95.51
1111,2025-08,117.18
1111,2025-09,119.53
1111,2025-10,113.93
1111,2025-11,118.35
1111,2025-12,94.92
1111,2026-01,90.7
1111,2026-02,113.68
1111,2026-03,113.7
1111,2026-04,116.59
1111,2026-05,118.21
1112,2024-07,51.16
1112,2024-08,60.56
1112,2024-09,59.14
1112,2024-10,63.53
1112,2024-11,63.23
1112,2024-12,51.04
1112,2025-01,50.78
1112,2025-02,60.74
1112,2025-03,59.61
1112,2025-04,62.61
1112,2025-05,63.44
1112,2025-06,63.92
1112,2025-07,54.34
1112,2025-08,62.98
1112,2025-09,64.0
1112,2025-10,63.62
1112,2025-11,64.75
1112,2025-12,47.71
1112,2026-01,48.41
1112,2026-02,62.49
1112,2026-03,61.38
1112,2026-04,61.0
1112,2026-05,63.52
1113,2024-06,87.18
1113,2024-07,77.94
1113,2024-08,92.27
1113,2024-09,89.28
1113,2024-10,88.9
1113,2024-11,91.75
1113,2024-12,76.94
1113,2025-01,71.06
1113,2025-02,89.54
1113,2025-03,87.25
1113,2025-04,89.69
1113,2025-05,93.06
1113,2025-06,89.63
1113,2025-07,77.45
1113,2025-08,95.26
1113,2025-09,89.89
1113,2025-10,91.65
1113,2025-11,95.24
1113,2025-12,73.96
1113,2026-01,71.46
1113,2026-02,88.03
1113,2026-03,94.93
1113,2026-04,94.81
1113,2026-05,89.01
1114,2024-09,69.73
1114,2024-10,70.19
1114,2024-11,75.17
1114,2024-12,57.82
1114,2025-01,53.86
1114,2025-02,65.07
1114,2025-03,59.73
1115,2024-06,80.01
1115,2024-07,69.61
1115,2024-08,80.94
1115,2024-09,82.39
1115,2024-10,79.97
1115,2024-11,79.51
1115,2024-12,66.33
1115,2025-01,62.86
1115,2025-02,78.68
1115,2025-03,77.49
1115,2025-04,74.26
1115,2025-05,62.49
1115,2025-07,68.1
1115,2025-08,81.4
1115,2025-09,78.89
1115,2025-10,77.99
1115,2025-11,75.31
1115,2025-12,61.9
1115,2026-01,62.67
1115,2026-02,77.96
1115,2026-03,80.91
1115,2026-04,76.11
1115,2026-05,75.37
1116,2025-02,86.54
1116,2025-03,80.94
1116,2025-04,85.73
1116,2025-05,81.97
1116,2025-06,87.11
1116,2025-07,71.12
1116,2025-08,86.81
1116,2025-09,82.71
1116,2025-10,84.74
1116,2025-11,79.35
1116,2025-12,66.79
1116,2026-01,65.62
1116,2026-02,85.4
1116,2026-03,83.24
1116,2026-04,84.13
1116,2026-05,80.92
1117,2026-04,21.49
1117,2026-05,18.65
1118,2025-05,31.14
1118,2025-06,28.62
1118,2025-07,25.87
1118,2025-08,28.45
1118,2025-09,30.31
1118,2025-10,29.94
1118,2025-11,30.43
1118,2025-12,24.69
1118,2026-01,23.2
1118,2026-02,29.09
1118,2026-03,29.02
1118,2026-04,30.08
1118,2026-05,29.04
1119,2025-09,31.65
1119,2025-10,32.11
1119,2025-11,31.36
1119,2025-12,26.87
1119,2026-01,26.97
1119,2026-02,31.36
1119,2026-03,33.15
1119,2026-04,32.77
1119,2026-05,30.96
1120,2025-02,132.9
1120,2025-03,138.6
1120,2025-04,139.85
1120,2025-05,136.19
1120,2025-06,136.3
1120,2025-07,117.88
1120,2025-08,134.48
1120,2025-09,134.15
1120,2025-10,135.4
1120,2025-11,138.83
1120,2025-12,110.53
1120,2026-01,105.04
1120,2026-02,129.71
1120,2026-03,133.42
1120,2026-04,136.69
1120,2026-05,133.08
1121,2024-01,124.52
1121,2024-02,148.0
1121,2024-03,151.6
1121,2024-04,147.65
1121,2024-05,149.89
1121,2024-06,145.02
1121,2024-07,127.14
1121,2024-08,150.48
1121,2024-09,147.5
1121,2024-10,152.21
1121,2024-11,144.91
1121,2024-12,114.25
1121,2025-01,125.08
1121,2025-02,146.3
1121,2025-03,144.68
1121,2025-04,148.01
1121,2025-05,144.64
1121,2025-06,151.82
1121,2025-07,124.71
1121,2025-08,155.66
1121,2025-09,145.04
1121,2025-10,146.31
1121,2025-11,148.93
1121,2025-12,114.14
1121,2026-01,114.15
1121,2026-02,144.41
1121,2026-03,142.15
1121,2026-04,152.22
1121,2026-05,153.88
1122,2024-03,88.62
1122,2024-04,84.08
1122,2024-05,87.36
1122,2024-06,91.65
1122,2024-07,72.92
1122,2024-08,83.98
1122,2024-09,85.7
1122,2024-10,88.05
1122,2024-11,90.86
1122,2024-12,69.91
1122,2025-01,69.84
1122,2025-02,86.25
1122,2025-03,90.62
1122,2025-04,87.36
1122,2025-05,86.15
1122,2025-06,84.8
1122,2025-07,72.3
1122,2025-08,91.78
1122,2025-09,87.51
1122,2025-10,83.88
1122,2025-11,91.19
1122,2025-12,74.16
1122,2026-01,69.07
1122,2026-02,86.02
1122,2026-03,91.66
1122,2026-04,83.38
1122,2026-05,86.09
1123,2024-08,30.84
1123,2024-09,29.63
1123,2024-10,29.55
1123,2024-11,30.72
1123,2024-12,25.16
1123,2025-01,23.32
1123,2025-02,28.96
1123,2025-03,30.51
1123,2025-04,29.47
1123,2025-05,30.54
1123,2025-06,29.05
1123,2025-07,26.52
1123,2025-08,29.5
1123,2025-09,29.54
1123,2025-10,29.07
1123,2025-11,29.17
1123,2025-12,24.55
1123,2026-01,24.51
1123,2026-02,31.01
1123,2026-03,30.42
1123,2026-04,29.82
1123,2026-05,30.94
1124,2024-07,109.71
1124,2024-08,123.89
1124,2024-09,129.2
1124,2024-10,133.65
1124,2024-11,125.49
1124,2024-12,104.6
1124,2025-01,102.55
1124,2025-02,126.08
1124,2025-03,118.74
1124,2025-04,111.59
1124,2025-05,99.26
1125,2025-12,29.63
1125,2026-01,30.25
1125,2026-02,36.19
1125,2026-03,36.19
1125,2026-04,37.58
1125,2026-05,37.57
1126,2025-12,123.4
1126,2026-01,118.08
1126,2026-02,143.69
1126,2026-03,146.91
1126,2026-04,149.34
1126,2026-05,145.99
1127,2025-12,65.03
1127,2026-01,64.21
1127,2026-02,84.22
1127,2026-03,83.55
1127,2026-04,84.15
1127,2026-05,81.8
1128,2025-06,163.43
1128,2025-07,143.03
1128,2025-08,162.62
1128,2025-09,158.24
1128,2025-10,165.41
1128,2025-11,170.58
1128,2025-12,132.18
1128,2026-01,128.56
1128,2026-02,155.42
1128,2026-03,148.63
1128,2026-04,150.68
1128,2026-05,130.13
1129,2025-04,26.3
1129,2025-05,25.22
1129,2025-06,26.13
1129,2025-07,22.43
1129,2025-08,25.93
1129,2025-09,26.58
1129,2025-10,26.39
1129,2025-11,24.43
1129,2025-12,20.23
1129,2026-01,21.48
1129,2026-02,25.78
1129,2026-03,25.24
1129,2026-04,26.3
1129,2026-05,25.73
1130,2025-07,72.56
1130,2025-08,84.62
1130,2025-09,85.2
1130,2025-10,84.11
1130,2025-11,79.2
1130,2025-12,65.47
1130,2026-01,65.07
1130,2026-02,79.8
1130,2026-03,84.19
1130,2026-04,78.71
1130,2026-05,81.61
1131,2024-12,79.32
1131,2025-01,73.37
1131,2025-02,83.75
1132,2025-07,120.85
1132,2025-08,136.54
1132,2025-09,132.97
1132,2025-10,138.76
1132,2025-11,134.82
1132,2025-12,113.81
1132,2026-01,104.97
1132,2026-02,135.06
1132,2026-03,135.1
1132,2026-04,137.35
1132,2026-05,134.23
1133,2025-11,141.48
1133,2025-12,115.33
1133,2026-01,113.72
1133,2026-02,142.75
1133,2026-03,139.05
1133,2026-04,127.57
1133,2026-05,112.04
1134,2025-10,156.6
1134,2025-11,162.52
1134,2025-12,130.39
1134,2026-01,123.09
1134,2026-02,157.5
1134,2026-03,158.38
1134,2026-04,151.93
1134,2026-05,151.2
1135,2025-06,25.89
1135,2025-07,22.23
1135,2025-08,25.87
1135,2025-09,26.65
1135,2025-10,25.98
1135,2025-11,27.25
1135,2025-12,20.51
1135,2026-01,21.74
1135,2026-02,27.25
1135,2026-03,25.04
1135,2026-04,23.44
1135,2026-05,20.8
1136,2024-02,24.14
1136,2024-03,22.49
1136,2024-05,28.23
1136,2024-06,27.58
1136,2024-07,24.99
1136,2024-08,29.03
1136,2024-09,27.32
1136,2024-10,28.53
1136,2024-11,26.81
1136,2024-12,23.15
1136,2025-01,23.1
1136,2025-02,27.48
1136,2025-03,27.57
1136,2025-04,28.12
1136,2025-05,27.27
1136,2025-06,28.09
1136,2025-07,24.83
1136,2025-08,27.73
1136,2025-09,27.06
1136,2025-10,28.05
1136,2025-11,28.31
1136,2025-12,22.63
1136,2026-01,21.5
1136,2026-02,28.36
1136,2026-03,26.59
1136,2026-04,27.65
1136,2026-05,27.64
1137,2025-09,82.03
1137,2025-10,81.34
1137,2025-11,81.69
1137,2025-12,62.28
1137,2026-01,65.47
1137,2026-02,81.14
1137,2026-03,81.36
1137,2026-04,81.5
1137,2026-05,76.5
1138,2024-11,27.14
1138,2024-12,20.61
1138,2025-01,20.56
1138,2025-02,27.65
1138,2025-03,26.25
1138,2025-04,23.37
1138,2025-05,20.08
1139,2025-09,171.02
1139,2025-10,181.84
1139,2025-11,173.68
1139,2025-12,135.37
1139,2026-01,144.32
1139,2026-02,168.32
1139,2026-03,182.8
1139,2026-04,171.4
1139,2026-05,171.26
1140,2025-04,62.46
1140,2025-05,58.81
1140,2025-06,60.93
1140,2025-07,46.2
1141,2026-01,126.13
1141,2026-02,145.65
1141,2026-03,160.35
1141,2026-04,156.3
1141,2026-05,151.81
1142,2024-10,36.63
1142,2024-11,37.01
1142,2024-12,30.41
1142,2025-01,30.74
1142,2025-02,37.46
1142,2025-03,37.82
1142,2025-04,36.63
1142,2025-05,35.79
1142,2025-06,37.0
1142,2025-07,31.36
1142,2025-08,33.03
1142,2025-09,32.99
1142,2025-10,28.87
1143,2026-03,26.47
1143,2026-04,23.89
1144,2025-12,67.92
1144,2026-01,70.77
1144,2026-02,89.78
1144,2026-03,90.28
1144,2026-04,85.1
1144,2026-05,89.53
1145,2024-10,38.16
1145,2024-11,37.05
1145,2024-12,29.54
1145,2025-01,24.31
1146,2025-02,136.68
1146,2025-03,138.09
1146,2025-04,136.73
1146,2025-05,133.65
1146,2025-06,135.76
1146,2025-07,122.43
1146,2025-08,139.38
1146,2025-09,137.54
1146,2025-10,140.69
1146,2025-11,133.49
1146,2025-12,106.95
1146,2026-01,112.14
1146,2026-02,131.12
1146,2026-03,133.0
1146,2026-04,140.84
1146,2026-05,143.39
1147,2025-03,82.94
1147,2025-04,83.95
1147,2025-05,79.52
1147,2025-06,84.13
1147,2025-07,73.13
1147,2025-08,78.11
1147,2025-09,79.22
1147,2025-10,83.31
1147,2025-11,77.69
1147,2025-12,64.53
1147,2026-01,68.22
1147,2026-02,82.95
1147,2026-03,82.62
1147,2026-04,82.38
1147,2026-05,81.48
1148,2025-10,170.89
1148,2025-11,165.7
1148,2025-12,138.11
1148,2026-01,137.8
1148,2026-02,165.25
1148,2026-03,163.23
1148,2026-04,164.49
1148,2026-05,165.87
1149,2025-08,71.48
1149,2025-09,71.26
1149,2025-10,74.94
1149,2025-11,75.92
1149,2025-12,60.95
1149,2026-01,61.63
1149,2026-02,73.75
1149,2026-03,76.67
1149,2026-04,76.29
1149,2026-05,76.02
1150,2025-12,60.37
1150,2026-01,62.46
1150,2026-02,78.74
1150,2026-03,73.56
1150,2026-04,74.69
1150,2026-05,76.56
1151,2024-11,68.26
1151,2024-12,54.39
1151,2025-01,50.63
1151,2025-02,65.32
1151,2025-03,67.27
1151,2025-04,66.65
1151,2025-05,65.79
1151,2025-06,62.83
1151,2025-07,58.52
1151,2025-08,64.99
1151,2025-09,63.22
1151,2025-10,62.82
1151,2025-11,67.41
1151,2025-12,53.66
1151,2026-01,51.74
1151,2026-02,65.76
1151,2026-03,68.47
1151,2026-04,65.5
1151,2026-05,64.83
1152,2025-03,117.31
1152,2025-04,126.13
1152,2025-05,117.18
1152,2025-06,115.77
1152,2025-07,100.14
1152,2025-08,117.31
1152,2025-09,120.25
1152,2025-10,126.13
1152,2025-11,116.74
1152,2025-12,94.61
1152,2026-01,97.47
1152,2026-02,126.05
1152,2026-03,126.34
1152,2026-04,126.62
1152,2026-05,116.64
1153,2025-01,61.38
1153,2025-02,71.22
1153,2025-03,76.01
1153,2025-04,76.2
1153,2025-05,75.9
1153,2025-06,72.6
1153,2025-07,62.98
1153,2025-08,75.13
1153,2025-09,72.02
1153,2025-10,72.17
1153,2025-11,76.21
1153,2025-12,58.47
1153,2026-01,57.57
1153,2026-02,72.37
1153,2026-03,71.55
1153,2026-04,73.1
1153,2026-05,76.67
1154,2026-02,140.0
1154,2026-03,147.3
1154,2026-04,140.24
1154,2026-05,141.69
1155,2024-09,80.85
1155,2024-10,75.44
1155,2024-11,79.34
1155,2024-12,61.51
1155,2025-01,64.28
1155,2025-02,77.75
1155,2025-03,77.56
1155,2025-04,79.59
1155,2025-05,78.72
1155,2025-06,80.84
1155,2025-07,65.26
1155,2025-08,80.72
1155,2025-09,79.73
1155,2025-10,77.15
1155,2025-11,77.21
1155,2025-12,65.01
1155,2026-01,63.04
1155,2026-02,75.95
1155,2026-03,73.66
1155,2026-04,75.66
1155,2026-05,75.02
1156,2025-05,124.29
1156,2025-06,114.16
1156,2025-07,89.09
1156,2025-09,127.46
1156,2025-10,133.51
1156,2025-11,131.24
1156,2025-12,111.67
1156,2026-01,108.19
1156,2026-02,135.72
1156,2026-03,130.03
1156,2026-04,135.57
1156,2026-05,135.31
1157,2024-04,111.18
1157,2024-05,110.65
1157,2024-06,111.21
1157,2024-07,92.16
1157,2024-08,103.79
1157,2024-09,107.65
1157,2024-10,111.24
1157,2024-11,106.2
1157,2024-12,81.24
1157,2025-01,68.72
1158,2025-12,132.53
1158,2026-01,129.15
1158,2026-02,157.47
1158,2026-03,159.71
1158,2026-04,157.54
1158,2026-05,159.4
1159,2024-11,90.73
1159,2024-12,69.1
1159,2025-01,68.58
1159,2025-02,86.78
1159,2025-03,86.5
1159,2025-04,92.13
1159,2025-05,91.44
1159,2025-06,90.64
1159,2025-07,78.0
1159,2025-08,90.61
1159,2025-09,92.07
1159,2025-10,89.46
1159,2025-11,84.86
1159,2025-12,74.8
1159,2026-01,71.96
1159,2026-02,92.98
1159,2026-03,92.66
1159,2026-04,88.26
1159,2026-05,93.02
1160,2024-10,109.83
1160,2024-11,110.04
1160,2024-12,90.47
1160,2025-01,87.24
1160,2025-02,105.27
1160,2025-03,103.15
1160,2025-04,107.72
1160,2025-05,107.57
1160,2025-06,106.52
1160,2025-07,93.9
1160,2025-08,108.41
1160,2025-09,103.92
1160,2025-10,103.19
1160,2025-11,112.3
1160,2025-12,89.61
1160,2026-01,87.17
1160,2026-02,108.03
1160,2026-03,103.91
1160,2026-04,105.52
1160,2026-05,111.59
1161,2025-05,107.22
1161,2025-06,112.28
1161,2025-07,98.94
1161,2025-08,110.28
1161,2025-09,113.26
1161,2025-10,116.12
1161,2025-11,116.0
1161,2025-12,90.08
1161,2026-01,88.52
1161,2026-02,112.45
1161,2026-03,116.37
1161,2026-04,113.65
1161,2026-05,116.71
